_id,user_id,userName,dateOfJoin,mobileNumber,email,city,state,pin,dateOfBirth,gender,reportingUserId,reporterName,roles,designationId,designation,departmentId,department,user_status,password,requirePasswordChange
6615493defd9a45992622715,JMAN187,Joseph Jackson,19/11/2021,7169200279,Joseph@gmail.com,Port Rodneyville,Uttar Pradesh,317758,02/04/1991,female,,Jordan Martinez,admin,5cf343f3-4476-42c9-9f63-2bc4dc873c9e,Senior Consultant,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,&0fQP4bmDI,False
6615493defd9a45992622716,JMAN846,Troy Wheeler,10/10/2021,5164897106,Troy@yahoo.com,Port Jaredfort,Himachal Pradesh,928877,25/02/1977,female,,Ronald Parsons,admin,a84c135e-b8de-4fdf-b9e0-31cc18507d05,Solutions Consultant,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,TDH2R@Rd_j,False
6615493defd9a45992622717,JMAN495,Kevin Neal,24/08/2018,1442484506,Kevin@yahoo.com,Stephaniefurt,Sikkim,475968,10/11/1981,female,,Megan Clark,admin,5a28a7a5-9950-40df-9b29-da223b74701b,Senior Software Engineer,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,!r6Fk6lv2),False
6615493defd9a45992622718,JMAN573,Brenda Fletcher,15/06/2024,9675725011,Brenda@gmail.com,Port Allison,Assam,214012,18/04/1986,female,,Lisa Bishop,admin,d0269cd6-9465-46cc-b4a1-babe8d93d547,Consultant,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,*!Y)*GVf0z,False
6615493defd9a45992622719,JMAN212,Raven Boyd,16/12/2015,8220726554,Raven@yahoo.com,Lake Debrashire,Mizoram,982492,20/11/1988,male,,Ariel Ferguson,user,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,$5YUjE+^pW,True
6615493defd9a4599262271a,JMAN75,Glenn Copeland,09/11/2021,8987375335,Glenn@yahoo.com,Port Brian,Odisha,184299,20/12/1974,female,,William Goodman,admin,fbbfbbb7-ea35-44cb-8944-3d7abc67f3ec,Business Administrator,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,r4lXel$a*I,True
6615493defd9a4599262271b,JMAN616,Courtney Little,27/07/2015,7271687915,Courtney@gmail.com,Sheltonport,Himachal Pradesh,120317,30/01/1989,female,,Richard Jordan,user,d0269cd6-9465-46cc-b4a1-babe8d93d547,Consultant,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,left,W+s6TlkN$7,True
6615493defd9a4599262271c,JMAN75,Jon Benitez,06/07/2015,2474033364,Jon@gmail.com,Browningville,Jharkhand,883732,13/03/1983,female,,Donna Bullock,user,379aac20-a043-41ea-911b-5920aac57a7d,Software Engineer,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,Gm7VJHsW#X,True
6615493defd9a4599262271d,JMAN987,Nicole Lamb,28/04/2016,1133834512,Nicole@gmail.com,Mendozaton,Meghalaya,695958,05/03/1990,male,,Duane Davis,admin,bbbb1a8d-1a2c-4bb0-a89e-a88c06453834,CEO,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,%y3T#iDgmc,False
6615493defd9a4599262271e,JMAN195,Joseph Garcia,28/11/2014,4837868944,Joseph@gmail.com,Port Mason,West Bengal,421692,06/06/1997,female,,David Horn,user,5a28a7a5-9950-40df-9b29-da223b74701b,Senior Software Engineer,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,G1T5Mjqjc#,False
6615493defd9a4599262271f,JMAN345,Mark Brown,05/04/2019,2149499844,Mark@gmail.com,Normanstad,Goa,218746,11/07/1985,female,,Matthew Joseph,admin,379aac20-a043-41ea-911b-5920aac57a7d,Software Engineer,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,+3x3!GusOT,False
6615493defd9a45992622720,JMAN569,Brandi Medina,24/10/2017,6784486028,Brandi@yahoo.com,South Chad,Himachal Pradesh,876761,30/01/1993,female,,Anna Steele,admin,fbbfbbb7-ea35-44cb-8944-3d7abc67f3ec,Business Administrator,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,Rd7k)Zfk)8,True
6615493defd9a45992622721,JMAN721,Mr. James Hess,28/02/2011,7155953810,Mr.@gmail.com,East Michael,Chhattisgarh,396356,07/09/1994,female,,Robert Williams,admin,fbbfbbb7-ea35-44cb-8944-3d7abc67f3ec,Business Administrator,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,*Z48bUfk1K,False
6615493defd9a45992622722,JMAN686,Matthew Watts,23/11/2017,7170213408,Matthew@gmail.com,Lake Jessica,Tamil Nadu,203008,13/11/2000,female,,Lori Evans,user,a84c135e-b8de-4fdf-b9e0-31cc18507d05,Solutions Consultant,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,fT&&PD#v&9,False
6615493defd9a45992622723,JMAN855,Jason Jones,07/01/2011,1718434671,Jason@yahoo.com,New Markside,Punjab,215592,06/06/1989,male,,Sally Harrington,user,a84c135e-b8de-4fdf-b9e0-31cc18507d05,Solutions Consultant,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,Q*98BNmi9l,False
6615493defd9a45992622724,JMAN197,Crystal Johnson,25/07/2015,3611514800,Crystal@gmail.com,Bernardville,West Bengal,986756,23/08/2002,female,,Timothy Dyer,user,d0269cd6-9465-46cc-b4a1-babe8d93d547,Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,##M0EEg63@,True
6615493defd9a45992622725,JMAN214,Samuel Ware,11/02/2023,1071463350,Samuel@yahoo.com,Robinsonchester,Telangana,787305,29/10/1980,male,,Nicole Cook,admin,fbbfbbb7-ea35-44cb-8944-3d7abc67f3ec,Business Administrator,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,bi04A2Db(*,False
6615493defd9a45992622726,JMAN135,Jennifer Griffin,06/03/2010,7931717083,Jennifer@gmail.com,Emmaburgh,Sikkim,856950,07/01/1977,female,,Russell Williams,user,a84c135e-b8de-4fdf-b9e0-31cc18507d05,Solutions Consultant,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,(8oLhQyu3*,True
6615493defd9a45992622727,JMAN112,Edwin Lang,11/12/2012,6644645640,Edwin@gmail.com,South Stephanieton,Madhya Pradesh,450782,17/10/1981,male,,Walter Green,user,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,41wKc^eT*s,True
6615493defd9a45992622728,JMAN736,Lucas Perez,19/06/2011,1093395854,Lucas@gmail.com,Mariostad,Arunachal Pradesh,462779,09/06/1975,female,,Stephanie Owens,user,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,A5*X5O6c+D,False
6615493defd9a45992622729,JMAN962,Kimberly Smith,11/10/2017,8214502415,Kimberly@gmail.com,South Jason,Odisha,929272,06/02/1986,female,,Edgar Yang,admin,fbbfbbb7-ea35-44cb-8944-3d7abc67f3ec,Business Administrator,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,nP8Y!l9vu&,True
6615493defd9a4599262272a,JMAN335,Steven Thomas,22/10/2013,4259238945,Steven@yahoo.com,Smithborough,Nagaland,346333,17/05/1980,male,,Jordan Bell,admin,4aacc337-6e3d-49ad-a1a0-12400e3aeb20,Solution Enabler,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,left,GT91Q4cvo^,True
6615493defd9a4599262272b,JMAN287,Susan Lang,16/03/2010,8202248191,Susan@gmail.com,North Angelicaview,Haryana,481665,03/08/1984,male,,Jose Ford,admin,379aac20-a043-41ea-911b-5920aac57a7d,Software Engineer,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,8FoQoIPs*J,False
6615493defd9a4599262272c,JMAN578,Ethan Anderson,27/11/2016,5499715374,Ethan@gmail.com,South Davidtown,Rajasthan,433034,06/09/1998,male,,Olivia Dyer,user,fbbfbbb7-ea35-44cb-8944-3d7abc67f3ec,Business Administrator,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,8*+9OSFkfp,True
6615493defd9a4599262272d,JMAN308,Tyler Burns,12/11/2015,2541355715,Tyler@yahoo.com,North Randy,Tamil Nadu,358261,22/06/1996,female,,James Howard,user,379aac20-a043-41ea-911b-5920aac57a7d,Software Engineer,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,G%5GUajk@c,False
6615493defd9a4599262272e,JMAN924,Stacy Norris,13/08/2020,8261321325,Stacy@gmail.com,West Michelle,Manipur,829620,10/10/2001,female,,Joshua Zimmerman,admin,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,)6SLPdFfim,False
6615493defd9a4599262272f,JMAN931,Jackson Ellis,08/09/2011,8518433853,Jackson@gmail.com,South William,Assam,912862,21/04/1991,male,,Melissa Meza,admin,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,1iT29KUnl),False
6615493defd9a45992622730,JMAN268,Cynthia Young,06/02/2019,8685412585,Cynthia@gmail.com,Jacobberg,Andhra Pradesh,132367,18/11/1986,male,,Megan Mitchell,user,1ea61e90-333c-4102-a6c0-9f66ad8e59ce,Senior Associate Consultant,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,vgFSFIjH_7,False
6615493defd9a45992622731,JMAN998,Richard Peterson,06/12/2013,9160964355,Richard@gmail.com,Marksmouth,Manipur,605363,06/04/1991,male,,Christy Hodge,admin,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,left,*6OlB2p5xr,True
6615493defd9a45992622732,JMAN270,Rachel Landry,30/01/2016,1580642912,Rachel@yahoo.com,Lake Randy,Mizoram,864833,08/11/1978,female,,Amber Villegas,admin,5a28a7a5-9950-40df-9b29-da223b74701b,Senior Software Engineer,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,1fWQlfAK(4,True
6615493defd9a45992622733,JMAN732,Nicole Sanchez,10/05/2021,1343723355,Nicole@gmail.com,Thomasmouth,Telangana,983550,06/03/1977,female,,Melissa Jackson,user,bbbb1a8d-1a2c-4bb0-a89e-a88c06453834,CEO,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,5l#B0Cp!(d,False
6615493defd9a45992622734,JMAN937,Lisa Melendez,30/05/2018,5324121121,Lisa@gmail.com,West Brittany,Arunachal Pradesh,370192,17/03/2000,female,,Sherri Ramirez,admin,5cf343f3-4476-42c9-9f63-2bc4dc873c9e,Senior Consultant,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,@N1GhxZz0f,True
6615493defd9a45992622735,JMAN20,John Smith,17/10/2024,9465680179,John@yahoo.com,Port Matthewfort,Andhra Pradesh,782433,27/11/1985,female,,Kiara Johnson,user,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,ystTAP4D@6,False
6615493defd9a45992622736,JMAN198,Victor Smith,27/01/2013,7918656764,Victor@gmail.com,South Craigmouth,Madhya Pradesh,180624,10/10/1986,female,,William Vazquez,admin,5a28a7a5-9950-40df-9b29-da223b74701b,Senior Software Engineer,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,^)Y(n9wx4^,False
6615493defd9a45992622737,JMAN897,Brad Brown,29/01/2024,5198691409,Brad@gmail.com,Jacksonhaven,Chhattisgarh,693021,02/04/1980,male,,David Buchanan,admin,1ea61e90-333c-4102-a6c0-9f66ad8e59ce,Senior Associate Consultant,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,^4sddA2q8z,False
6615493defd9a45992622738,JMAN501,Tracy Drake,03/08/2011,2592191209,Tracy@yahoo.com,North William,West Bengal,936630,03/10/1993,male,,Donald Ward,user,5a28a7a5-9950-40df-9b29-da223b74701b,Senior Software Engineer,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,left,z)z0P!7hyP,False
6615493defd9a45992622739,JMAN647,Yesenia Ward,19/07/2012,7843233124,Yesenia@yahoo.com,South Morgan,Uttar Pradesh,812108,01/08/1987,male,,Mark Baker,user,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,HsrOugh+!8,False
6615493defd9a4599262273a,JMAN534,Laura Manning,12/12/2020,8472009928,Laura@yahoo.com,New Michele,Goa,280362,02/02/1999,male,,Robin Greene,admin,5a28a7a5-9950-40df-9b29-da223b74701b,Senior Software Engineer,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,wK3giKbN2*,False
6615493defd9a4599262273b,JMAN700,Christopher Contreras,10/01/2011,3353518670,Christopher@yahoo.com,Michaelbury,Andhra Pradesh,830884,10/09/1990,male,,Tammy Rice,user,379aac20-a043-41ea-911b-5920aac57a7d,Software Engineer,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,9*8CJSyp@$,True
6615493defd9a4599262273c,JMAN255,John Wood,04/03/2015,9877691700,John@gmail.com,Spearstown,Goa,184514,13/10/1991,female,,James Hicks,user,379aac20-a043-41ea-911b-5920aac57a7d,Software Engineer,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,hqOg#e)L%7,True
6615493defd9a4599262273d,JMAN654,Christy Bennett,29/07/2015,2541824588,Christy@gmail.com,Michelebury,Punjab,880405,23/10/1982,male,,Thomas Ball,admin,fbbfbbb7-ea35-44cb-8944-3d7abc67f3ec,Business Administrator,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,#U41)EMdt$,True
6615493defd9a4599262273e,JMAN986,Evelyn Rogers,23/08/2016,4137979250,Evelyn@gmail.com,New Margarettown,Manipur,379499,02/09/1994,female,,Jimmy Ingram,user,379aac20-a043-41ea-911b-5920aac57a7d,Software Engineer,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,#3TjWGdh5E,False
6615493defd9a4599262273f,JMAN378,Lisa Gonzales,05/09/2016,4525489461,Lisa@gmail.com,Salazarhaven,Punjab,311306,14/05/1996,male,,Alexander Gonzalez,admin,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,6h7GTBem+$,True
6615493defd9a45992622740,JMAN724,William Farrell,10/10/2015,1687330850,William@yahoo.com,Kaisermouth,Meghalaya,974492,07/12/1983,male,,Alicia Sosa,user,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,*T^%1xsfQ7,False
6615493defd9a45992622741,JMAN615,Jacqueline Hall,06/08/2019,4942297525,Jacqueline@gmail.com,Marthashire,Mizoram,961310,15/09/1987,female,,John Deleon,admin,fbbfbbb7-ea35-44cb-8944-3d7abc67f3ec,Business Administrator,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,+mdEYmkV+2,True
6615493defd9a45992622742,JMAN297,Heather Hanson,14/06/2016,9425672821,Heather@gmail.com,Stevenport,Rajasthan,615768,14/11/1979,female,,Elizabeth Dominguez,user,04ec0b1e-7cd0-4b76-80cb-7a4ad103134e,Manager,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,left,$aqCNxD+h2,False
6615493defd9a45992622743,JMAN975,Emily Newman,29/12/2016,6443477772,Emily@yahoo.com,Gabrielmouth,Nagaland,802819,14/04/1973,male,,Nancy Thomas,user,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,sxG1Xm%It%,True
6615493defd9a45992622744,JMAN581,Gary Simpson,19/03/2016,4835947221,Gary@gmail.com,East Amanda,Jharkhand,278721,21/10/1988,female,,Anna Sanchez,user,1ea61e90-333c-4102-a6c0-9f66ad8e59ce,Senior Associate Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,OqJ5w2Ne2_,False
6615493defd9a45992622745,JMAN504,Rebecca Pittman,13/01/2014,5928997715,Rebecca@gmail.com,Jasontown,Uttarakhand,119505,22/09/1981,female,,Joshua Weber Jr.,admin,5a28a7a5-9950-40df-9b29-da223b74701b,Senior Software Engineer,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,m%Lw141qgV,True
6615493defd9a45992622746,JMAN787,Malik Torres,22/02/2011,9414343830,Malik@gmail.com,Wiseton,Chhattisgarh,240813,14/07/1977,male,,Amber Barnes,admin,bbbb1a8d-1a2c-4bb0-a89e-a88c06453834,CEO,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,left,$V0O4gytAc,True
6615493defd9a45992622747,JMAN998,Holly Wiggins,03/02/2012,9489275356,Holly@yahoo.com,Port Sethfurt,Arunachal Pradesh,655994,24/09/1977,female,,Denise Solis,user,1ea61e90-333c-4102-a6c0-9f66ad8e59ce,Senior Associate Consultant,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,left,U@h9HQ#wrP,True
6615493defd9a45992622748,JMAN562,Katie Campbell,11/07/2023,6212560264,Katie@gmail.com,Phillipsland,West Bengal,724474,16/03/1974,male,,Susan Johnston,user,bbbb1a8d-1a2c-4bb0-a89e-a88c06453834,CEO,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,A9o4^yBp+S,False
6615493defd9a45992622749,JMAN277,Blake Barajas,25/07/2019,5658117751,Blake@yahoo.com,Josephfort,Uttar Pradesh,557269,29/07/1982,female,,Kevin Cooper,admin,1ea61e90-333c-4102-a6c0-9f66ad8e59ce,Senior Associate Consultant,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,left,#DhGysFBA4,False
6615493defd9a4599262274a,JMAN596,Patrick Perry,15/02/2013,2559203165,Patrick@yahoo.com,Thompsonland,Chhattisgarh,122536,30/06/1999,female,,Bobby Johnson,user,d0269cd6-9465-46cc-b4a1-babe8d93d547,Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,ta&02ZAVZ#,True
6615493defd9a4599262274b,JMAN989,Justin Valdez,03/09/2023,8390550903,Justin@yahoo.com,Ronaldchester,Manipur,676940,19/01/1981,male,,Cameron Alvarado,admin,04ec0b1e-7cd0-4b76-80cb-7a4ad103134e,Manager,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,w2OfImbB(),True
6615493defd9a4599262274c,JMAN936,James Castillo,18/09/2016,3339137622,James@yahoo.com,Lake Brandymouth,Punjab,609108,31/03/1987,female,,Steven Williams,admin,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,K_J5OcHkgF,False
6615493defd9a4599262274d,JMAN720,Amanda Montoya,30/06/2018,4240013338,Amanda@yahoo.com,New Feliciafurt,Tamil Nadu,377403,01/10/1976,male,,Wendy Snow,user,fbbfbbb7-ea35-44cb-8944-3d7abc67f3ec,Business Administrator,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,0_7+uxClQ(,False
6615493defd9a4599262274e,JMAN275,Jacob Ward,30/04/2010,7396565240,Jacob@gmail.com,Lake Leah,Jharkhand,324362,28/11/1973,female,,Cheyenne Williams,admin,5a28a7a5-9950-40df-9b29-da223b74701b,Senior Software Engineer,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,yL6Os&!9!#,True
6615493defd9a4599262274f,JMAN570,Henry Mejia,13/08/2015,9536456675,Henry@yahoo.com,Ibarramouth,Jharkhand,522163,01/07/1975,male,,Amy Williams,user,5a28a7a5-9950-40df-9b29-da223b74701b,Senior Software Engineer,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,active,OZkI7CdJ7_,True
6615493defd9a45992622750,JMAN518,Cynthia Farrell,15/02/2021,7913498891,Cynthia@gmail.com,Heidiland,Manipur,448796,29/12/1990,female,,Joseph Green,admin,4aacc337-6e3d-49ad-a1a0-12400e3aeb20,Solution Enabler,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,X$7MB%dLu^,False
6615493defd9a45992622751,JMAN46,David Daniel,19/11/2020,7804109736,David@yahoo.com,East Mariaborough,Assam,331338,18/01/1976,male,,Melody Foster,user,379aac20-a043-41ea-911b-5920aac57a7d,Software Engineer,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,!@26MvDvDl,False
6615493defd9a45992622752,JMAN313,Jacqueline Khan,03/03/2016,2981596722,Jacqueline@yahoo.com,Whiteburgh,Sikkim,684154,10/08/1978,female,,Tyler Cooper,user,bbbb1a8d-1a2c-4bb0-a89e-a88c06453834,CEO,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,K4OG4mvu#h,True
6615493defd9a45992622753,JMAN901,Karen Harper,14/06/2021,7521307866,Karen@yahoo.com,Lake Adam,Tamil Nadu,825809,08/01/1996,female,,Kayla Freeman,admin,a84c135e-b8de-4fdf-b9e0-31cc18507d05,Solutions Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,+@^8$JQz5&,False
6615493defd9a45992622754,JMAN400,Sabrina Montoya,09/03/2010,1548488469,Sabrina@yahoo.com,Lake Stephaniemouth,Kerala,459989,09/11/1988,male,,Linda Tucker,user,bbbb1a8d-1a2c-4bb0-a89e-a88c06453834,CEO,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,Z3S8Dqwc&e,True
6615493defd9a45992622755,JMAN977,Virginia Rivera,29/10/2013,9763198927,Virginia@yahoo.com,Sandraside,Bihar,398561,06/07/1974,male,,Jared Black,admin,5cf343f3-4476-42c9-9f63-2bc4dc873c9e,Senior Consultant,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,left,wz6hZVJt%z,False
6615493defd9a45992622756,JMAN731,Anthony Dillon,21/11/2013,1176798442,Anthony@yahoo.com,East Amy,Uttarakhand,160004,23/12/1990,female,,Cassidy Pugh,admin,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,QaR0AXT%b^,False
6615493defd9a45992622757,JMAN423,Kristopher Paul DDS,13/04/2018,4963320381,Kristopher@gmail.com,West Kendra,West Bengal,813456,17/05/1978,female,,Gerald Castillo,admin,fbbfbbb7-ea35-44cb-8944-3d7abc67f3ec,Business Administrator,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,active,YS+z!L5j*2,True
6615493defd9a45992622758,JMAN808,Kimberly Simmons,05/04/2024,5967516609,Kimberly@gmail.com,Lake Elizabethtown,Chhattisgarh,973565,18/01/1978,female,,Bryan Green,user,a84c135e-b8de-4fdf-b9e0-31cc18507d05,Solutions Consultant,9ca17918-0e85-4e94-b2ba-298f26eaf27e,Administration,left,hS55%4Nj(Q,True
6615493defd9a45992622759,JMAN789,Brandon Lopez,07/04/2012,3533648633,Brandon@gmail.com,Toddberg,Madhya Pradesh,886146,31/10/1984,female,,Melissa Hernandez,user,5a28a7a5-9950-40df-9b29-da223b74701b,Senior Software Engineer,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,left,)1Lmzm34y!,True
6615493defd9a4599262275a,JMAN656,Connor Hood,04/06/2012,7807045483,Connor@yahoo.com,Harveytown,Jharkhand,160212,05/09/1983,female,,Sherri Cooke,user,aba81bb9-3fc6-43f2-acbd-456e5fd3f72b,Intern,b738be0a-f6bb-4c02-882a-c7ac1cabdb01,Delivery,active,)o7T*^VsU&,False
6615493defd9a4599262275b,JMAN975,Valerie Jones,20/06/2021,7792616952,Valerie@yahoo.com,Katieview,Mizoram,346718,29/11/1980,male,,Scott Mercer,user,5cf343f3-4476-42c9-9f63-2bc4dc873c9e,Senior Consultant,5e79cd96-279f-45cf-9984-5d822a2632e1,Operations,left,vUCpx$iu)0,False
