projectId,userId,startDate,endDate
PROJ77549,JMAN68,10/12/23,08/02/24
PROJ77549,JMAN657,09/04/24,08/06/24
PROJ77549,JMAN511,18/03/24,17/05/24
PROJ77549,JMAN324,09/02/24,09/04/24
PROJ77549,JMAN144,15/08/24,14/10/24
PROJ77549,JMAN27,10/04/24,09/06/24
PROJ77549,JMAN669,09/01/24,09/03/24
PROJ77549,JMAN135,09/05/24,08/07/24
PROJ77549,JMAN510,24/11/23,23/01/24
PROJ77549,JMAN776,04/12/23,02/02/24
PROJ77549,JMAN93,08/12/23,06/02/24
PROJ77549,JMAN434,20/05/24,19/07/24
PROJ77549,JMAN498,27/06/24,26/08/24
PROJ77549,JMAN31,26/01/24,26/03/24
PROJ77549,JMAN75,23/03/24,22/05/24
PROJ77549,JMAN680,06/05/24,05/07/24
PROJ77549,JMAN598,01/04/24,31/05/24
PROJ77549,JMAN392,28/02/24,28/04/24
PROJ77549,JMAN459,17/01/24,17/03/24
PROJ77549,JMAN506,09/11/23,08/01/24
PROJ77549,JMAN962,09/04/24,08/06/24
PROJ77549,JMAN352,26/03/24,25/05/24
PROJ77549,JMAN880,24/05/24,23/07/24
PROJ77549,JMAN257,15/03/24,14/05/24
PROJ77549,JMAN278,21/01/24,21/03/24
PROJ77549,JMAN398,15/03/24,14/05/24
PROJ77549,JMAN374,08/05/24,07/07/24
PROJ77549,JMAN219,07/12/23,05/02/24
PROJ77549,JMAN976,19/01/24,19/03/24
PROJ77549,JMAN614,08/07/24,06/09/24
PROJ42482,JMAN395,15/07/23,13/09/23
PROJ42482,JMAN996,15/05/23,14/07/23
PROJ42482,JMAN271,03/08/23,02/10/23
PROJ42482,JMAN821,09/01/24,09/03/24
PROJ42482,JMAN392,20/09/23,19/11/23
PROJ42482,JMAN251,22/05/23,21/07/23
PROJ42482,JMAN151,13/05/24,12/07/24
PROJ42482,JMAN500,13/05/24,12/07/24
PROJ42482,JMAN441,21/02/23,22/04/23
PROJ42482,JMAN20,17/10/23,16/12/23
PROJ42482,JMAN268,12/06/23,11/08/23
PROJ42482,JMAN979,24/11/23,23/01/24
PROJ42482,JMAN488,26/03/23,25/05/23
PROJ42482,JMAN676,18/08/23,17/10/23
PROJ42482,JMAN279,06/09/23,05/11/23
PROJ42482,JMAN729,08/02/24,08/04/24
PROJ42482,JMAN162,21/05/24,20/07/24
PROJ42482,JMAN112,18/03/23,17/05/23
PROJ42482,JMAN923,20/04/24,19/06/24
PROJ42482,JMAN651,16/03/23,15/05/23
PROJ42482,JMAN350,10/10/23,09/12/23
PROJ42482,JMAN971,26/02/24,26/04/24
PROJ42482,JMAN189,09/09/23,08/11/23
PROJ42482,JMAN455,29/09/23,28/11/23
PROJ42482,JMAN468,11/05/24,10/07/24
PROJ42482,JMAN921,11/03/23,10/05/23
PROJ42482,JMAN31,06/11/23,05/01/24
PROJ42482,JMAN871,24/04/24,23/06/24
PROJ42482,JMAN693,16/09/23,15/11/23
PROJ42482,JMAN486,29/05/24,28/07/24
PROJ42482,JMAN760,06/12/23,04/02/24
PROJ42482,JMAN794,26/04/24,25/06/24
PROJ42482,JMAN824,29/10/23,28/12/23
PROJ42482,JMAN564,26/06/23,25/08/23
PROJ42482,JMAN374,02/05/23,01/07/23
PROJ42482,JMAN876,17/01/24,17/03/24
PROJ42482,JMAN891,13/02/24,13/04/24
PROJ42482,JMAN930,17/02/24,17/04/24
PROJ28645,JMAN271,17/05/24,16/07/24
PROJ28645,JMAN268,17/04/24,16/06/24
PROJ28645,JMAN980,29/03/24,28/05/24
PROJ28645,JMAN337,25/07/24,23/09/24
PROJ28645,JMAN603,05/02/24,05/04/24
PROJ28645,JMAN132,02/02/24,02/04/24
PROJ28645,JMAN478,29/05/24,28/07/24
PROJ28645,JMAN418,08/07/24,06/09/24
PROJ28645,JMAN479,03/07/24,01/09/24
PROJ28645,JMAN484,01/03/24,30/04/24
PROJ28645,JMAN619,03/08/24,02/10/24
PROJ28645,JMAN657,21/09/24,20/11/24
PROJ28645,JMAN817,17/01/24,17/03/24
PROJ28645,JMAN488,30/07/24,28/09/24
PROJ28645,JMAN644,31/05/24,30/07/24
PROJ28645,JMAN327,03/06/24,02/08/24
PROJ28645,JMAN688,27/08/24,26/10/24
PROJ28645,JMAN941,21/04/24,20/06/24
PROJ28645,JMAN981,05/01/24,05/03/24
PROJ28645,JMAN566,08/06/24,07/08/24
PROJ28645,JMAN620,14/09/24,13/11/24
PROJ28645,JMAN20,09/06/24,08/08/24
PROJ28645,JMAN417,14/07/24,12/09/24
PROJ28645,JMAN441,31/07/24,29/09/24
PROJ28645,JMAN414,01/09/24,31/10/24
PROJ28645,JMAN583,02/01/24,02/03/24
PROJ28645,JMAN413,11/05/24,10/07/24
PROJ28645,JMAN814,02/09/24,01/11/24
PROJ28645,JMAN953,30/05/24,29/07/24
PROJ28645,JMAN264,24/06/24,23/08/24
PROJ28645,JMAN228,28/06/24,27/08/24
PROJ28645,JMAN767,31/05/24,30/07/24
PROJ28645,JMAN316,21/08/24,20/10/24
PROJ28645,JMAN956,06/06/24,05/08/24
PROJ28645,JMAN278,09/05/24,08/07/24
PROJ28645,JMAN237,15/01/24,15/03/24
PROJ28645,JMAN176,09/03/24,08/05/24
PROJ28645,JMAN570,21/06/24,20/08/24
PROJ89311,JMAN322,28/05/24,27/07/24
PROJ89311,JMAN379,27/03/24,26/05/24
PROJ89311,JMAN714,29/09/24,28/11/24
PROJ89311,JMAN917,22/06/24,21/08/24
PROJ89311,JMAN945,16/06/24,15/08/24
PROJ89311,JMAN134,14/04/24,13/06/24
PROJ89311,JMAN284,09/04/24,08/06/24
PROJ89311,JMAN68,09/09/24,08/11/24
PROJ89311,JMAN848,20/02/24,20/04/24
PROJ89311,JMAN280,14/11/23,13/01/24
PROJ89311,JMAN689,05/10/24,04/12/24
PROJ89311,JMAN523,19/09/24,18/11/24
PROJ89311,JMAN893,28/03/24,27/05/24
PROJ89311,JMAN110,09/08/24,08/10/24
PROJ89311,JMAN784,29/05/24,28/07/24
PROJ89311,JMAN198,03/11/24,02/01/25
PROJ89311,JMAN923,14/07/24,12/09/24
PROJ89311,JMAN51,06/12/23,04/02/24
PROJ89311,JMAN430,17/07/24,15/09/24
PROJ89311,JMAN804,12/07/24,10/09/24
PROJ89311,JMAN676,03/08/24,02/10/24
PROJ89311,JMAN260,09/06/24,08/08/24
PROJ89311,JMAN582,06/08/24,05/10/24
PROJ89311,JMAN85,08/03/24,07/05/24
PROJ89311,JMAN577,21/04/24,20/06/24
PROJ89311,JMAN707,01/01/24,01/03/24
PROJ89311,JMAN522,21/11/23,20/01/24
PROJ89311,JMAN506,27/10/24,26/12/24
PROJ89311,JMAN352,12/11/23,11/01/24
PROJ89311,JMAN981,14/02/24,14/04/24
PROJ89311,JMAN817,03/10/24,02/12/24
PROJ89311,JMAN257,21/02/24,21/04/24
PROJ89311,JMAN237,19/07/24,17/09/24
PROJ89311,JMAN891,05/07/24,03/09/24
PROJ89311,JMAN398,04/05/24,03/07/24
PROJ89311,JMAN219,06/05/24,05/07/24
PROJ89311,JMAN793,30/12/23,28/02/24
PROJ89311,JMAN371,19/12/23,17/02/24
PROJ31428,JMAN377,13/12/23,11/02/24
PROJ31428,JMAN696,22/05/23,21/07/23
PROJ31428,JMAN471,07/03/23,06/05/23
PROJ31428,JMAN392,14/01/24,14/03/24
PROJ31428,JMAN917,11/12/23,09/02/24
PROJ31428,JMAN394,03/04/23,02/06/23
PROJ31428,JMAN959,23/07/23,21/09/23
PROJ31428,JMAN676,29/04/23,28/06/23
PROJ31428,JMAN963,26/02/23,27/04/23
PROJ31428,JMAN644,12/05/23,11/07/23
PROJ31428,JMAN968,12/02/24,12/04/24
PROJ31428,JMAN704,22/04/23,21/06/23
PROJ31428,JMAN235,02/07/23,31/08/23
PROJ31428,JMAN219,01/03/23,30/04/23
PROJ31428,JMAN669,17/07/23,15/09/23
PROJ31428,JMAN923,12/10/23,11/12/23
PROJ31428,JMAN528,03/11/23,02/01/24
PROJ31428,JMAN135,17/09/23,16/11/23
PROJ31428,JMAN340,20/02/24,20/04/24
PROJ31428,JMAN700,09/07/23,07/09/23
PROJ31428,JMAN894,01/07/23,30/08/23
PROJ31428,JMAN40,30/11/23,29/01/24
PROJ31428,JMAN417,19/10/23,18/12/23
PROJ31428,JMAN577,10/11/23,09/01/24
PROJ31428,JMAN107,31/07/23,29/09/23
PROJ31428,JMAN971,29/03/23,28/05/23
PROJ31428,JMAN741,14/08/23,13/10/23
PROJ31428,JMAN444,18/03/24,17/05/24
PROJ31428,JMAN888,07/02/24,07/04/24
PROJ31428,JMAN257,25/06/23,24/08/23
PROJ31428,JMAN825,25/03/23,24/05/23
PROJ31428,JMAN467,18/05/23,17/07/23
PROJ31428,JMAN852,16/04/23,15/06/23
PROJ31428,JMAN237,11/10/23,10/12/23
PROJ31428,JMAN176,30/07/23,28/09/23
PROJ31428,JMAN652,18/06/23,17/08/23
PROJ31428,JMAN14,27/03/24,26/05/24
PROJ31428,JMAN542,05/12/23,03/02/24
PROJ45282,JMAN93,22/04/23,21/06/23
PROJ45282,JMAN922,23/12/23,21/02/24
PROJ45282,JMAN892,28/02/24,28/04/24
PROJ45282,JMAN399,15/05/23,14/07/23
PROJ45282,JMAN246,05/11/23,04/01/24
PROJ45282,JMAN947,14/08/23,13/10/23
PROJ45282,JMAN29,18/10/23,17/12/23
PROJ45282,JMAN308,20/02/24,20/04/24
PROJ45282,JMAN539,30/01/24,30/03/24
PROJ45282,JMAN103,17/10/23,16/12/23
PROJ45282,JMAN442,05/07/23,03/09/23
PROJ45282,JMAN408,18/08/23,17/10/23
PROJ45282,JMAN937,16/12/23,14/02/24
PROJ45282,JMAN418,21/04/23,20/06/23
PROJ45282,JMAN991,24/01/24,24/03/24
PROJ45282,JMAN452,10/12/23,08/02/24
PROJ45282,JMAN253,29/02/24,29/04/24
PROJ45282,JMAN688,27/01/24,27/03/24
PROJ45282,JMAN934,05/12/23,03/02/24
PROJ45282,JMAN350,16/03/24,15/05/24
PROJ45282,JMAN918,19/10/23,18/12/23
PROJ45282,JMAN95,14/12/23,12/02/24
PROJ45282,JMAN350,28/11/23,27/01/24
PROJ45282,JMAN115,07/03/24,06/05/24
PROJ45282,JMAN787,27/09/23,26/11/23
PROJ45282,JMAN412,24/06/23,23/08/23
PROJ45282,JMAN582,21/08/23,20/10/23
PROJ45282,JMAN743,12/02/24,12/04/24
PROJ45282,JMAN796,16/11/23,15/01/24
PROJ45282,JMAN825,24/07/23,22/09/23
PROJ45282,JMAN971,19/09/23,18/11/23
PROJ45282,JMAN356,09/05/23,08/07/23
PROJ45282,JMAN517,07/12/23,05/02/24
PROJ45282,JMAN672,19/07/23,17/09/23
PROJ45282,JMAN431,03/09/23,02/11/23
PROJ45282,JMAN304,09/09/23,08/11/23
PROJ45282,JMAN75,20/08/23,19/10/23
PROJ45282,JMAN876,02/11/23,01/01/24
PROJ41414,JMAN758,28/02/24,28/04/24
PROJ41414,JMAN93,05/08/24,04/10/24
PROJ41414,JMAN974,14/04/24,13/06/24
PROJ41414,JMAN969,10/08/23,09/10/23
PROJ41414,JMAN487,20/08/24,19/10/24
PROJ41414,JMAN169,18/01/24,18/03/24
PROJ41414,JMAN849,02/04/23,01/06/23
PROJ41414,JMAN418,01/03/24,30/04/24
PROJ41414,JMAN539,26/03/24,25/05/24
PROJ41414,JMAN427,13/05/23,12/07/23
PROJ41414,JMAN714,02/06/24,01/08/24
PROJ41414,JMAN963,04/06/24,03/08/24
PROJ41414,JMAN934,13/03/24,12/05/24
PROJ41414,JMAN871,07/05/23,06/07/23
PROJ41414,JMAN279,31/05/23,30/07/23
PROJ41414,JMAN664,25/01/24,25/03/24
PROJ41414,JMAN882,01/10/23,30/11/23
PROJ41414,JMAN622,24/07/23,22/09/23
PROJ41414,JMAN204,28/02/24,28/04/24
PROJ41414,JMAN189,12/07/23,10/09/23
PROJ41414,JMAN646,02/07/24,31/08/24
PROJ41414,JMAN340,22/10/23,21/12/23
PROJ41414,JMAN12,17/02/23,18/04/23
PROJ41414,JMAN741,22/08/23,21/10/23
PROJ41414,JMAN971,13/05/23,12/07/23
PROJ41414,JMAN5,01/11/23,31/12/23
PROJ41414,JMAN620,18/03/23,17/05/23
PROJ41414,JMAN298,11/09/23,10/11/23
PROJ41414,JMAN817,22/08/23,21/10/23
PROJ41414,JMAN562,28/03/23,27/05/23
PROJ41414,JMAN477,17/04/24,16/06/24
PROJ41414,JMAN825,28/05/23,27/07/23
PROJ41414,JMAN767,20/05/24,19/07/24
PROJ41414,JMAN925,22/09/24,21/11/24
PROJ41414,JMAN793,05/11/23,04/01/24
PROJ41414,JMAN666,18/12/23,16/02/24
PROJ41414,JMAN309,03/10/23,02/12/23
PROJ41414,JMAN976,25/11/23,24/01/24
PROJ14437,JMAN974,08/07/23,06/09/23
PROJ14437,JMAN548,25/12/22,23/02/23
PROJ14437,JMAN313,05/03/23,04/05/23
PROJ14437,JMAN454,12/02/23,13/04/23
PROJ14437,JMAN853,21/02/23,22/04/23
PROJ14437,JMAN947,30/06/23,29/08/23
PROJ14437,JMAN959,06/08/23,05/10/23
PROJ14437,JMAN267,27/02/23,28/04/23
PROJ14437,JMAN980,13/07/23,11/09/23
PROJ14437,JMAN710,06/06/23,05/08/23
PROJ14437,JMAN124,30/06/23,29/08/23
PROJ14437,JMAN848,06/01/23,07/03/23
PROJ14437,JMAN281,05/02/23,06/04/23
PROJ14437,JMAN934,17/07/23,15/09/23
PROJ14437,JMAN148,08/07/23,06/09/23
PROJ14437,JMAN135,02/03/23,01/05/23
PROJ14437,JMAN253,10/06/23,09/08/23
PROJ14437,JMAN709,20/08/23,19/10/23
PROJ14437,JMAN589,18/10/23,17/12/23
PROJ14437,JMAN668,19/12/22,17/02/23
PROJ14437,JMAN945,31/03/23,30/05/23
PROJ14437,JMAN95,06/12/22,04/02/23
PROJ14437,JMAN414,22/09/23,21/11/23
PROJ14437,JMAN94,12/08/23,11/10/23
PROJ14437,JMAN481,20/09/23,19/11/23
PROJ14437,JMAN787,15/12/22,13/02/23
PROJ14437,JMAN659,30/11/22,29/01/23
PROJ14437,JMAN353,08/12/22,06/02/23
PROJ14437,JMAN136,23/08/23,22/10/23
PROJ14437,JMAN517,17/08/23,16/10/23
PROJ14437,JMAN545,14/10/23,13/12/23
PROJ14437,JMAN203,01/12/22,30/01/23
PROJ14437,JMAN995,15/08/23,14/10/23
PROJ14437,JMAN83,01/06/23,31/07/23
PROJ14437,JMAN694,09/04/23,08/06/23
PROJ14437,JMAN997,02/05/23,01/07/23
PROJ14437,JMAN407,02/04/23,01/06/23
PROJ14437,JMAN170,03/03/23,02/05/23
PROJ37616,JMAN349,12/02/24,12/04/24
PROJ37616,JMAN904,12/01/24,12/03/24
PROJ37616,JMAN93,18/05/24,17/07/24
PROJ37616,JMAN554,31/05/24,30/07/24
PROJ37616,JMAN268,04/12/23,02/02/24
PROJ37616,JMAN412,01/08/24,30/09/24
PROJ37616,JMAN847,10/06/24,09/08/24
PROJ37616,JMAN389,27/11/23,26/01/24
PROJ37616,JMAN280,16/02/24,16/04/24
PROJ37616,JMAN628,15/06/24,14/08/24
PROJ37616,JMAN714,02/04/24,01/06/24
PROJ37616,JMAN813,01/04/24,31/05/24
PROJ37616,JMAN469,26/04/24,25/06/24
PROJ37616,JMAN937,09/07/24,07/09/24
PROJ37616,JMAN110,11/12/23,09/02/24
PROJ37616,JMAN923,21/01/24,21/03/24
PROJ37616,JMAN482,03/07/24,01/09/24
PROJ37616,JMAN647,08/02/24,08/04/24
PROJ37616,JMAN195,03/06/24,02/08/24
PROJ37616,JMAN323,03/04/24,02/06/24
PROJ37616,JMAN991,02/02/24,02/04/24
PROJ37616,JMAN81,05/06/24,04/08/24
PROJ37616,JMAN804,11/07/24,09/09/24
PROJ37616,JMAN762,18/04/24,17/06/24
PROJ37616,JMAN864,19/03/24,18/05/24
PROJ37616,JMAN417,27/07/24,25/09/24
